Date,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,AVGO,ADBE,NFLX,ORCL,CSCO,INTC,AMD,QCOM,DIS,KO,PEP,PG,JNJ,MRK,ABBV,UNH,HD,WMT,COST,XOM,CVX,JPM,V,MA,BRK-B
2020-05-20,345912041887.3125,1407941474406.9062,48080259747.606445,62295627655.0293,5517760898.97876,,10078745255.460938,11141375823.144653,184833316913.5039,19688704916.381836,166824388504.78125,191861301839.31348,267165385462.6289,66043404287.40234,90703106680.52734,216607889336.46094,197092498744.3672,183028936340.33203,280440503427.89844,389336141602.15625,185188994357.96484,160708696425.4922,273123956154.15625,255844630178.20312,118495889465.14453,134642159417.11426,191934602403.65332,173629137024.0,278284345101.8203,427048382646.28516,299917509308.91406,427709256630.5703
2020-05-21,343333110332.0625,1375820316925.0312,46814111116.37012,59831357562.32666,5397963465.651123,,10227536207.293945,10986256716.8302,184129891582.13574,19330892224.0,162936844466.7578,188483465137.47266,262423310128.38867,62961173757.93457,84980223744.0,212832791751.53906,188292939830.85547,181564833361.8164,276330950743.2285,386778919158.02344,185952947530.71484,163933786618.94824,272099718454.1914,258635273896.8047,118061393251.77051,133221318150.0625,188507964470.73145,171836837963.9912,266748096412.34766,418713990324.0625,295360551618.46875,416560125017.21875
2020-05-22,345543627817.75,1391637009253.6406,48168593520.64453,60772863826.84326,5552362006.723389,,10095058136.10498,11060218602.3396,185618654883.0078,18881664979.034424,165941377915.45312,189581272132.31836,263608824924.0918,64614551038.20703,88531991344.58594,213175973671.51172,193398890736.73438,181941306042.48047,278757067428.87305,380609829697.4375,183936572987.69922,162312427890.06738,274973308793.46094,259708983912.8047,117437975771.54395,133547036165.77148,188677169404.07617,168550949232.01172,272616885982.54688,419241184009.4922,296012976512.9258,424737008220.9844
2020-05-26,343203085727.3125,1376925233101.8125,48465089690.31738,60398283324.8291,5361416001.319885,,10119650144.868164,11274905873.408813,181460709969.5039,18241751031.448364,166445950239.375,189327928339.63184,263947552666.5371,62295595342.65527,87767038568.64453,218468345182.10156,197951480017.9082,180923400000.0,277345953347.89844,381110742624.71875,186080128482.28125,159862762532.44043,279667801528.7656,260353200092.2959,116994031873.3711,134593578609.61914,194219038450.80762,174189236711.9707,291965458536.3633,424425137938.9844,304464450428.60547,438731143090.8203
2020-05-27,344698401750.25,1378745184614.0625,48402501528.06299,60112234497.31445,5243029017.448425,,10136457312.37207,11497589910.18866,180757284638.13574,18466929458.068848,167770460108.39062,194056899722.20898,269113037678.83398,61768563409.643555,89195704535.82422,219515985061.64062,200700206986.2754,182401460595.70312,281950645377.9492,381980742936.1797,186778592765.1328,158576254597.05176,288089391901.4258,265592910213.1006,115690532423.54102,135127900112.30469,195615088081.1162,175309421843.98535,308876429012.73047,423546515313.90625,300891138365.22266,451298484345.33984
2020-05-28,344850119168.0,1375635946495.1562,48365035531.697266,59880552832.214355,5219505286.216736,,9958254524.541504,11319682271.09436,183002464321.86426,18183257354.46167,169094957947.45312,192536869179.68164,261237795332.68555,60597373393.643555,87868286735.88281,210882016896.0,202246370001.9082,184465166638.1836,287322779783.7969,387464355663.6406,190367239471.4453,158664364027.2539,288279079484.73047,263209272666.8994,116833453660.91504,136695503721.92383,190538568911.1543,169652474819.97363,304275422255.27344,426709576874.5703,303430599420.91406,449689358828.125
2020-05-29,344514211249.625,1389665356544.0,48901813966.13672,60909776834.228516,5458432331.085205,,10318986347.711426,11644713013.333313,186264266447.87988,18459893104.09546,169567999764.23438,201910380120.73633,266445613237.07422,63010021967.25293,90984339192.52734,211875470881.89844,200485465763.8164,183433324255.3711,286976191685.84766,392157055360.0,194413517973.1172,163316966824.88086,289113658543.65234,267245205004.8828,117182942330.51562,136214183139.03809,192357655081.53906,171202057368.0293,296505511874.90625,428862259285.4297,302015352931.7031,450538122998.90625
2020-06-01,348751022652.0625,1386480325683.4531,48896209458.50391,61624773326.171875,5415843515.396118,,11098780086.3208,11593539660.60376,187748207033.74414,18732131551.92566,167328960828.70312,195492482333.84082,261915234666.14844,62810921809.0459,89690676503.35547,214530676135.51172,201816887556.99023,185441263659.66797,290268797504.0,388044355871.28125,191619660841.71094,159845135268.13477,290137896243.6172,265965333579.10156,117088487101.94336,136117131909.09961,195784293014.46094,173237072939.9912,300436170505.8164,426907295454.9219,302527239518.45703,446922384697.2656
2020-06-02,350365549941.5625,1402253894502.9062,49175991946.41748,61658937838.256836,5427528548.240662,,10900490122.989746,11916170686.842773,188114380492.75195,18793264281.082153,168022740255.375,197983639921.47266,263016067526.24023,62705514528.896484,95202826872.52734,214494556800.0,201430346803.08203,184939278808.59375,292274059911.7969,390838880384.0,194702532363.9922,160444341243.55957,290498285286.53906,271794666420.89844,117069591732.3457,135587298909.81445,200141646838.73145,176784337727.97656,301441692695.6367,431322429449.4922,304725432639.0742,451728223106.2656
2020-06-03,352294325404.75,1405666419302.4844,49071660414.10596,61808321006.71387,5393242363.929749,,10917800576.579102,12374730716.805054,187863849270.13574,18558408770.599365,168685001204.85938,198194751695.31348,262211613365.07422,61756849007.55176,94617867023.88281,220690063286.58984,205725236787.08203,185204218212.89062,293437613763.89844,391893404273.7969,197640896690.83594,160179986061.62695,289587848559.65234,269955520000.0,116625647834.17285,135388621640.74219,208306377937.1162,181433113859.99707,317712768507.9961,432442678324.0625,308218458977.85156,463583853446.7969
2020-06-04,349260307732.875,1387162807500.5469,48224092884.06445,61364410671.14258,5391397790.908813,,10688058891.19751,12349144421.710693,185878816832.24023,18222398541.44287,166666699879.21875,197856976078.52734,266614977108.29688,61639731793.0459,96788982359.82422,223417534772.71875,205811120169.10156,182066818212.89062,287298036982.2539,386831617193.2578,196412566272.26172,163969041147.55957,282693107203.96484,267750700717.77344,115341043753.94043,137203274736.0,207714104188.07617,179752829040.01172,324324819645.09375,425347701750.5078,302497128542.7656,466591265423.9375
2020-06-05,359207586816.0,1419619920895.5781,49113031437.27051,61923041161.07178,5485800046.920776,,10951186134.621582,12676573354.86792,189299606816.12012,18454175437.347412,170230248683.76562,201952612139.58203,272415536259.10938,62190188062.50586,99612559183.41406,225458614857.41016,210836149969.9082,184674339404.29688,292942493306.15234,388334355975.10156,198122580923.17578,165396540306.06738,295752318767.65234,274150041435.54688,114750618537.96387,137772843189.0996,224551229598.3086,188210246016.02344,338920048388.0039,438461347209.4922,313046446081.2344,487467347254.1953
2020-06-08,361331399186.3125,1428416738918.4844,49395540771.484375,62947028989.25781,5415075187.683105,,11745761142.476807,12694164409.333313,191650798009.62402,18449338573.135376,173762254951.21875,203219298889.42285,269578764097.5547,62037936577.19531,102784861575.47266,229902037285.64062,214100259148.91797,184353633361.8164,294724957174.2539,386937093718.7422,199664016684.3164,166700675505.76172,293504662722.5742,276161258583.9844,114448544150.84473,135631758637.93945,231573742673.1162,192747007908.0205,345684413331.6328,438439393374.9219,311570947008.9258,489748456793.0156
2020-06-09,372741521209.5,1439336910848.4219,49536835411.743164,64862327002.68555,5563289709.091187,,11631385217.72461,12606209899.54718,191352083747.12793,19089692083.129883,170860967096.15625,202881507165.84082,266911355807.22266,66043404287.40234,100962471808.0,223778783250.8203,210449609216.0,185413369702.14844,292967236107.6953,384801656694.02344,198122580923.17578,169485191656.88086,293248581590.8867,276150525703.125,114552382896.60645,134907652810.30273,226412612967.57715,189554473872.01172,336817597126.91016,437297157148.47656,312654972765.53125,476385392735.59375
2020-06-10,382331232629.5625,1492724276633.0938,50060882606.33496,66024224842.28516,5760551104.545593,,12674744400.453125,12595015800.125793,196006283094.25586,19108605010.72693,170640217456.3125,200221453716.41797,270425567302.24023,67273152910.65527,102379886071.58984,220690063286.58984,208817546434.64258,187030878808.59375,295170573141.2793,389652530951.10156,196942432407.98438,170771713037.93262,289967194784.0,273666060717.77344,114373020152.54883,135693564991.33301,214271283523.92383,182179908695.98242,323166937154.90625,440372369853.5547,314321184894.45703,465273513269.39844
2020-06-11,363975343043.9375,1412567377357.3906,47866752570.55859,63792454157.04346,5409693961.143494,,12029167639.59082,11743860860.0,186779797038.13574,18716298916.625977,161810195772.70312,184387829076.41797,252769795588.68555,61873970689.79297,94516618856.64453,203458246290.8203,195589293803.44922,178260090893.5547,287817919129.17773,371382604865.4375,186296889275.4375,162594410336.30566,269083876898.57422,257554775712.89062,113362958245.42969,132823658991.33301,195361256474.38477,166852004867.97363,296200814521.08984,414891945035.9375,292339284320.0,432552994987.9453
2020-06-12,367117725575.875,1423715043226.3594,48257224888.05615,63469744502.01416,5493487429.618835,,11564737919.565674,12003724862.691833,195871379404.63184,18386885479.034424,163544662384.3125,190299055384.73633,251203220158.4453,62658665856.0,95889034888.41016,208606112897.8711,195846976716.91797,179877600000.0,286233510999.2285,374757129585.7969,183767974840.5703,162946874948.44043,270430560336.34766,260759820717.77344,111144598789.83398,131883224189.69727,199549373089.6914,172490278104.00586,304305898964.73047,422316396714.5703,298903752706.16016,440840467530.66797
2020-06-15,371657938745.5,1432815147929.9375,48495681847.447266,64159553323.48633,5641856203.079224,,12252478575.660156,12157244920.880493,193366008364.87207,18713659864.456177,167928136704.0,191481294203.68164,254463385846.6289,64040670432.29883,97182706160.11719,211478089287.53906,198853402982.45898,181941306042.48047,288882445112.2031,372384430720.0,178276605127.16797,164039536759.11914,271502234403.26953,259587507856.4453,111465556877.28516,131212099086.18164,199422465355.23047,170324588747.96777,308510778240.0,421218101674.5703,298281438787.39453,440965007245.9844
2020-06-16,381507699375.0625,1467926511565.8125,49354279560.75,65221697485.22949,5577127232.551575,,12144038128.516113,12496692273.940247,198343020846.13574,19181171395.6604,172153934428.07812,196252497605.1045,255733598729.3711,63783007199.103516,100703734120.64453,213934617524.71875,200872006517.7246,183600645446.77734,292447353960.7715,380847131766.02344,185381664199.4297,169291332086.5078,277875349376.0,268826220717.77344,112947603262.38281,133057666172.36328,203906726913.9619,175552124112.01172,310978857026.90625,423678305355.9375,305618775970.77734,442739259328.3906
2020-06-17,380976754549.5625,1473007402394.3594,49513383292.99219,65862870014.77051,5680140037.536621,,12263483512.925293,12606086334.016296,199219887476.9922,19693103895.90454,162472444692.23438,194943578836.41797,256114659363.9082,63888414479.25293,101176211263.53125,212507662608.94922,200055983318.89844,183726136340.33203,291952233503.0254,379687131350.7422,183743883888.8789,168727380639.69434,277496003151.65234,269794198564.45312,112362338188.47656,132284999172.36328,197264953180.34668,170903347979.9912,303117563012.0039,425171970522.03125,304896081922.46875,439516910226.9258
2020-06-18,381128471967.3125,1488780971213.8125,48924428731.927734,66187078981.20117,5669070253.372192,,12413965452.4375,12818037996.632263,202578040979.36816,19785462333.251953,169315707587.29688,193508012331.58203,254378720062.4453,63291109536.896484,101153707856.35156,213808179179.3086,201816887556.99023,185148430297.85156,295294343811.89844,378078956270.9219,183575304999.10547,169590941797.05176,276433822146.5742,268030346420.89844,111380601831.85547,132267347913.81836,198491765601.6914,171650142815.97656,301472169405.09375,425940790456.9531,305990154881.54297,441749312298.7969
2020-06-19,378950460632.8125,1479908244735.1562,48655163885.96094,66711541153.68652,5695668468.475342,,12376129524.368164,12176955174.615967,206215647291.0078,19954787812.77466,171554758552.78125,191354630360.73633,252431067846.24023,63513634031.55176,99905034816.46875,206546966255.05078,197650839029.7246,183056830297.85156,294403111877.84766,379186218423.46094,187621564243.42188,170436862244.44043,276206191258.15625,265277001435.54688,113136407856.60645,132413044905.15137,194515167256.42285,169204389372.02637,298029021890.90625,422184606672.53906,297608919488.0,438038730522.14844
2020-06-22,388865233564.75,1521010590669.8125,49633677720.270996,67679411354.37012,5858951010.704041,,12294767703.880371,12610108275.989136,211337194188.51172,20584586791.809082,173825327995.45312,190679063020.36816,254421052954.5371,64134363310.356445,100265012088.52734,209382809528.46094,196448275076.99023,182736124255.3711,291506617536.0,378026218008.1797,184851798063.70703,171423773914.94824,277562396700.03516,267976567138.67188,114863899133.8916,132655891189.69727,196376550625.6914,170996688432.03516,294799188096.0,428247216744.41406,305578617792.6172,439222007639.89844
2020-06-23,397165479207.1875,1531172372326.9062,49987447821.90381,68941070482.54395,5811749882.698059,,12387009936.17627,12520018463.432922,212257421144.24023,20506301062.408447,174046077635.29688,191987981789.0547,253701264577.5547,63232550929.643555,100512498072.29297,210593007088.92188,196018776248.3672,183168384851.07422,291457113045.2793,376628955751.8203,185742932188.02344,171494269526.5078,282237903311.65234,269213408574.21875,114288065107.11914,133026769732.78809,197561081985.9619,170716652831.97656,298394672663.6367,434858940818.9844,308027745921.2344,441076118595.33203
2020-06-24,390154699342.375,1500307716505.0938,48906575304.20508,68192655328.85742,5679832706.451416,,11880910177.561035,12345872901.940247,207983848697.74414,20136426072.891235,167058931501.6494,188947920704.0,250187053082.5371,61358644223.40234,100276263792.11719,202428672969.41016,191766844339.08203,180658460595.70312,288214011717.84766,368614469597.84375,182732314263.46094,167669973357.62695,274252530707.6172,264717742851.5625,113561193886.78711,131582977629.27246,188254132864.0,163622123256.00586,288430927387.6406,420449315256.9531,295109616610.46875,432209206287.6328
2020-06-25,395334222197.5625,1519266316185.0938,49173864632.586914,68695921652.34375,5836349859.237671,,12191643644.714355,12421483569.97284,210522949335.75977,20490907989.517212,167335113164.1328,190932406813.0547,247731325404.0918,60819897888.29883,100073776040.17578,201146222957.1797,192969408291.8164,183238109106.4453,291853205633.9492,368218992968.53906,184418276477.39453,170930318079.69434,280929134236.73047,263911102851.5625,113004243560.34668,132691207181.03027,191088513185.6914,166553281236.0088,298486079545.08984,426094534333.5547,299124576738.46875,434712813388.8047
2020-06-26,383187272035.25,1488856763955.4531,46508529757.95996,67156943189.94141,5630324835.777283,,11867185491.109375,12363568526.092346,204778584825.4541,19500909427.108765,166261079868.9668,195534714352.68652,243454992640.0,58676618014.50586,99016339048.64453,197064049007.05078,187128355292.1836,179779981787.10938,285268012885.2793,363315380448.71875,181094553210.26562,169414696045.3213,272071268210.92188,259211069291.9922,111692107266.1084,130938356362.06055,184531349987.65332,161419086324.0088,282123573604.3594,415748613826.4453,290422137183.0742,425859719225.0625
2020-06-29,392018462503.1875,1504857826713.9375,47641331439.76465,66845459343.62793,5657999882.698059,,12480613458.127441,12458886939.92395,203473895461.68555,19669793666.503906,168040908144.68262,194859147012.31836,246715174479.61133,58887432574.80469,100130025975.58984,201435218983.51172,190521322311.6328,182777954553.22266,291283818996.3047,366558079625.97656,183334453254.2578,169961033673.4922,274802607333.84375,264706977148.4375,112390663738.97461,133159221543.09082,187492654181.61523,163678130376.01758,283372862976.0,420383420235.9375,294025560222.14844,430819760595.875
2020-06-30,395290869639.875,1543305806693.6406,48361955196.828125,68801657354.37012,5841116423.606873,,13351851573.060547,12693360863.902222,208802966496.4629,20012841927.352905,169605941467.4502,196928064945.47266,253320220094.4453,61616307456.59766,102604868648.17578,201417166206.1289,191895685795.8164,184423336340.33203,296012281696.9746,370749906622.5625,186248726629.41016,173027518825.18652,279724702015.3047,269428509291.9922,113070325708.47656,133874488267.21191,189184832617.53906,166590628811.96777,286602696770.90625,424315301731.52344,296805939715.08594,433390140575.90625
2020-07-01,394543195094.25,1552330118655.5781,49141051760.009766,71791322342.28516,5860949835.777283,,13844225230.16211,12577531543.24823,210961458960.4629,21358641093.61267,170281054799.31738,194479139376.68652,249001538286.83398,61581173185.79297,100996218336.23438,204126571134.1289,192496967772.1836,184562784851.07422,297027303189.2793,370090819134.5625,188151430379.14453,174719373165.62695,282361197346.5742,266890281435.54688,112985370663.04688,134554439000.0,184912089328.8457,163584789923.97363,284165094693.45703,425655223021.0156,302296398915.39453,432200651103.78516
2020-07-02,394543195094.25,1564160266341.6406,50102344034.583984,72080613335.57129,5911533951.759338,,14945081212.550781,12687730298.561646,212467614061.68555,20973812593.61267,171661951405.6494,192663549129.42285,250356416953.75977,61300085616.149414,103347326599.47266,202627363766.58984,192754667069.35742,185246048510.7422,299255364136.7715,371646255951.6406,189741028786.3125,174261158413.3213,282863837605.84375,267266720000.0,112532259082.36816,134991543448.24219,186477360030.3086,164872996416.02344,282336887323.6406,429806776931.52344,303551073955.39453,434587325578.7344
2020-07-06,405097310780.0625,1597830757887.5781,51094873832.27539,76238911648.31543,6051138510.704041,,16959587548.487793,12821255243.367737,217091576972.69434,21717961552.1698,173687279695.16602,195999153812.41797,252092356255.22266,62541548641.49414,104528498000.35156,206691471158.58984,194257872010.2754,185873524255.3711,301112094184.7715,376945304873.2578,191667823487.73828,174490272512.30566,287178955174.53906,268396019282.22656,112230184695.24902,137530306448.2422,187788782987.23047,165358415196.00293,289466903040.0,434397642154.5703,306712848929.85156,443525397886.59375
2020-07-07,403840351153.625,1579251353344.0,50786530270.04883,74819391012.08496,6071126174.926758,,17185619648.805664,12593216579.967407,215542253778.77734,21689374896.14868,172797371410.3506,192663549129.42285,246884538350.83398,61991087904.29883,103651053936.11719,205246449684.6914,194171972244.55078,186250018212.89062,302572731644.10156,376602606734.2031,189596521590.875,175089465042.06738,281336930704.34766,266029878564.45312,119838684671.1914,139623139370.72754,182923798225.1162,161139036480.02344,281300888424.3633,426577786832.53906,301031676672.9258,440179993168.9453
2020-07-08,413245839004.75,1613983521843.4531,51239002583.67285,76839184180.54199,6282839756.011963,,16889107554.870117,12852626083.913086,219533070025.38867,22112465458.31299,173871404705.5166,193423564400.68652,248154735082.14844,62576682912.29883,105214706016.23438,210719459215.07812,193570690268.1836,187156369702.14844,304231405953.9492,377709868886.7422,187669726889.44922,174966101083.2539,282958652455.2344,267987316430.66406,117469288022.03613,139662874913.81836,182500745547.23047,161213717388.01465,284286978284.3672,428488842993.90625,301272564478.45703,440263459081.1133
2020-07-09,415022930118.5,1625282888909.8125,51704375201.069336,79370973165.77148,6463034892.082214,,17240273588.884277,12930248106.485596,221048813156.69434,22331488333.496094,176541152972.1328,197181408738.15918,247350264769.5547,67062338350.356445,104899726976.0,210990388683.28125,188588618542.0918,185050833361.8164,303216403349.2793,375653519142.3828,184707290868.26953,172604558601.4922,276130333590.1914,266685946420.89844,120593870638.98926,143733726732.7881,174970585396.76953,154473918564.0205,278131984801.4531,422206594024.41406,295691772351.0742,434469703415.52734
2020-07-10,415748911851.125,1620353583564.5469,52397287462.27344,79804160000.0,6444738721.847534,,19099598564.368164,12847397482.637695,223619825125.68555,24133365375.183105,176111539654.0664,197012512876.36816,252050007211.70312,65446099345.0459,104067281143.58984,215560249456.92188,193914289331.08203,187491033361.8164,306707046017.9492,375337129793.4375,184803635417.6797,170648349079.11914,276196727138.5742,268998307856.4453,123359749373.8916,144038379370.72754,180427843907.92383,159122708939.96777,293336608251.9961,422953426607.46094,296785845310.14844,444858530639.52344
2020-07-13,413830982794.4375,1570302949837.8125,51659066470.49121,77410033677.85645,6182133693.695068,,18511147856.918945,12520421194.605103,212237369595.76855,23111699864.456177,174945438000.68262,193930235879.26367,248027720254.4453,62764073136.149414,102739863343.64844,209924696026.35938,194343771776.0,188118509106.4453,307103157494.2539,382824394230.02344,186296889275.4375,172463567378.37305,284238971286.8867,268471297148.4375,122264721618.31055,142576936008.667,180470141106.80762,159440092115.98535,297541510774.1836,415199466306.4453,291265275134.14844,447133926872.90625
2020-07-14,420679231903.3125,1580009743616.8438,51893416862.86719,76911257677.85645,6381854910.850525,,18755233318.382324,12672044494.735474,208069079644.23145,23084431895.6604,175528494680.417,195323586472.0498,249721310512.38867,64087519105.19531,103921034744.52734,214331999119.07812,197006598978.64258,188969093957.51953,309677806539.6953,389968880072.53906,188464535721.71094,174243544594.6787,292594197053.4258,277258309990.2344,124615245370.16602,144819872000.0,186435046693.61523,164947677324.01465,299247834553.08984,424666764188.47656,300068094819.08594,460875820257.9883
2020-07-15,423572378563.9375,1577658780056.6719,51767931373.64502,75037605512.08496,6289758810.997009,,19116413746.253418,12619760783.302551,207699742870.14844,23013184197.95227,173748654698.6162,195914721988.31836,249933007275.70312,64813655664.149414,104112279375.41406,218378039952.94922,199282901811.08203,186417339404.29688,308217187968.0,390865229401.6172,191330646450.83594,177080929093.05176,288373923276.3828,277269042871.09375,124605803520.0,144245896189.69727,188804093276.34668,165955848216.00586,303879318020.0039,431739786927.46094,306863403808.3086,463215169008.125
2020-07-16,418360349557.5625,1546415044812.5469,51651351602.25586,74813903684.57031,6232871475.219727,,18555413826.76953,12521627853.907654,204476393538.37988,23194822458.068848,171293713091.0332,193296884450.9453,250398749845.85156,64321753534.20703,102593616944.58594,215722820918.58984,198209179315.08203,186682278808.59375,308860859673.17773,393475230336.0,191234301901.42578,176094003976.88086,291294921040.34766,277570187158.2031,124794597311.1914,144056030629.27246,187323433110.46094,164966351111.99414,304790495311.65625,425040180480.0,300469584705.54297,463942286950.8281
2020-07-17,417515156558.375,1538528318259.875,51823482785.88867,73867975183.22754,6273922462.463379,,18557887355.166016,12576726848.010864,207416742281.4541,21681897302.04773,168470533168.83398,197392520512.0,254039992320.0,64462299552.896484,103752302103.35547,214313932560.94922,201086747740.1836,187769909106.4453,311014654440.7715,393738881422.2031,192366287770.58984,177697748887.11914,290706930051.26953,280043902851.5625,124360369430.84473,143402583732.7881,184108313447.57715,162781987967.97656,299152439725.125,428532750663.0469,305197191679.3828,463386536047.58594
2020-07-20,426313840875.125,1604655923200.8438,53352907162.36133,79725351017.45605,6464111137.390137,,20315695781.9292,12754492387.411194,218377075638.083,22096193260.60486,170004873136.83398,198321431645.0547,258909098633.3711,67296577247.103516,104809730512.35156,212760539299.76953,198080321474.64258,185608584851.07422,310049156326.82227,394397968910.2031,191258392853.1172,175424315835.55957,287795396406.8867,279818052841.7969,124105493491.52344,144162005551.7578,179793272960.0,159197375604.03223,296531501754.9375,435957235858.9844,313126731805.83984,462872119256.1914
2020-07-21,420429996032.0,1583043073280.0,53136533478.149414,78265189148.31543,6352027373.313904,,19392772527.018066,12642283044.664856,213105562060.23145,21554793301.80359,171569894753.5166,198532543418.8955,257003795460.68555,66757830912.0,103842289984.46875,214259746667.3086,202718810521.54102,187449181787.10938,309628302048.9746,394767056294.3828,190005971482.85156,171652888013.93262,289360217671.2344,282237972841.7969,124917319757.28516,144705071448.2422,188888703811.92383,170623298136.00586,302961939885.125,431586009533.5547,308750439969.54297,467133443509.2031
2020-07-22,421611096949.5625,1605793392896.0,53452146508.48389,77308034838.25684,6419831414.222717,,19689161510.558594,12620564711.432922,213474898834.31445,21601796435.461792,171876758064.68262,198025871940.31836,258485688955.31445,72367832160.89648,104168520728.29297,215000310181.64062,208216264458.2754,189652336340.33203,312277236161.9492,395478841817.6172,189741028786.3125,172181584932.13477,290877631510.8867,285195652841.7969,125228835994.57031,144952323810.30273,184489052788.76953,169969857995.9912,300767664072.75,436813904649.4922,314542008926.7656,466670456606.53125
2020-07-23,402420860771.25,1535949860760.6719,51827499004.38867,74480972835.57129,6229796404.838562,,18709110787.172363,12454462266.77893,207090558961.85156,21061994496.34851,171109588080.68262,200179237804.36816,255733598729.3711,69767788895.70117,100872475344.35156,213356611691.3086,207362597847.0,191144354553.22266,312326759540.3047,394424317927.8203,188006923183.70703,172763163643.2539,287330699452.73047,283732928574.21875,124265972535.24902,143985385172.36328,184869792129.9619,169913850875.9795,301651470900.03125,433672763406.09375,311059029790.45703,469473844736.0
2020-07-24,401423950354.3125,1524042284455.2578,51458841120.10254,75038602516.11328,6269617481.231689,,17521205850.0708,12298415060.610535,206404641536.4629,21188565251.837402,170772043120.83398,195914721988.31836,214198054170.5371,81280588897.49414,99995031280.11719,212435410157.1797,208285886603.0332,189722060595.70312,311831620194.9238,390496142017.4375,185694769541.9961,171141804914.37305,285263237929.1133,285346208574.21875,123888374149.83398,143839688181.03027,183727574106.38477,168270899388.02637,299518136859.625,428664540705.0781,308067904099.39453,472389882063.3086
2020-07-27,410937803065.5,1543348357070.5156,52263376185.125,76193270173.82812,6409222626.686096,,19037154707.91504,12575520188.708313,209661570930.84277,21858908265.87805,169820748126.4834,199250326671.31348,209879372362.92578,80776976833.19531,104281012016.58594,210087253707.28125,208242923028.26367,191967045446.77734,312722852128.9746,388017966626.15625,190102316032.26172,171229927790.23828,283186283343.65234,287615572841.7969,123860059402.36816,144643265094.84863,186435046693.61523,169969857995.9912,295312457053.46875,432530560696.9531,310015131580.2969,466800273420.2031
2020-07-28,404187105478.5,1529493413558.961,51333785266.37598,74824627185.91309,6282532424.926758,,18256800365.746582,12361155974.594238,207339994126.14844,21544024922.954468,169851429775.16602,195408034402.9453,209417723987.15918,79184157696.59766,102874849456.58594,209852443574.58984,206954294343.82422,191562678808.59375,316584844584.7715,386576960722.27734,191932766184.27734,170436862244.44043,284447616051.6172,285313944287.1094,124379242328.14453,144630019913.81836,184235221182.0381,166366586087.99414,296592443526.90625,432157144405.4297,307475670524.60547,471647506794.9375
2020-07-29,411934713482.4375,1544938202336.5938,51942549232.48291,75652597172.48535,6436282424.926758,,18536495862.734863,12421483569.97284,209277830154.31445,21366295928.565308,170925474776.417,197223624650.20898,204441705625.60742,89115844028.41406,104652240992.23438,208822870253.1797,206267024619.73633,192329581787.10938,317649370567.7969,385813420434.3164,191113885657.6797,170965572608.30566,290849181267.6172,284647127138.6719,123369180421.02539,143998643827.63672,186265825622.46094,168158885148.00293,303784781689.09375,436198862108.47656,310456779644.91406,477117194798.03906
2020-07-30,416919199430.5,1543726814641.4844,52480802814.45996,76110222021.48438,6527610197.067261,,18480774160.247803,12552193232.108643,210515374031.07422,21424509896.162598,169544566464.0,196083601743.31348,204101474067.15918,91587055677.01172,120581254591.53125,208913189263.07812,204849521596.79102,191994939404.29688,325348612677.84766,386603274459.4453,190246823227.69922,169256091003.55957,289474047586.5742,286421728574.21875,122831113794.91699,143415828913.81836,177128097571.65332,161064355572.03223,295678154187.96875,426109205078.9375,310155669888.0,472075167197.0117
2020-07-31,460565899757.6875,1552130629049.336,50672729425.70703,78923318357.05566,6528071193.695068,,17775953508.483887,12739209314.757202,213124752758.61133,21560341926.44336,170158304792.417,198870319035.68164,202995684998.41113,90907468636.05469,119156590319.36133,211225212596.71875,202916586763.0332,191953109106.4453,324605913103.59375,383759824073.16797,193257441152.26172,167264640398.23828,287150504931.26953,285539794296.875,122151441022.38281,143729307181.03027,178016500126.3086,156714303071.97656,294520074509.8125,418072714969.34375,309683910847.6914,475692545831.46094
2020-08-03,466681724208.0,1639424247593.6328,50420734572.97266,77952843338.0127,6771303806.304932,,18449838000.0,12919388939.869629,214875527051.76855,21989890113.55664,171784701412.5498,199123662828.36816,205419893664.01855,91189240535.67188,123647099907.83203,210159506159.05078,198878862796.43945,190614475744.6289,325559792150.34375,387946038354.2578,198796973511.6914,169079858697.4922,287937647623.2344,286281905722.65625,122057044126.78711,145402686913.81836,178735665472.0,158338566528.02344,292874367650.53125,418709504169.0625,312921331731.1289,484181867028.48047
2020-08-04,468886976637.65625,1614103973327.4844,49966529309.63672,78610424323.34766,6905066142.082214,,19175063666.20508,13207353234.583374,214371884665.4541,22475889177.26233,171846076416.0,201277028692.41797,208949891398.37402,99842066196.16406,125181547731.19336,211857404323.76953,200554081724.79102,191688169702.14844,331759042070.34375,387603758902.85156,196701580663.13672,166171978587.55957,289573107936.0,288099537148.4375,124169871822.50977,150025443732.7881,183896795177.53906,163148676286.5244,291198201530.9375,422161167473.22656,314723258003.4844,486529158158.4258
2020-08-05,470586535680.0,1611455365184.1875,50161634645.69922,80268368947.51172,6806880994.463196,,19149532044.91748,13253603649.50354,215614215238.14844,22143803920.66992,170311736448.0,199841462187.58203,208056749081.64453,100159058463.5625,125677989264.63867,230498109677.1797,202830675999.29688,189987000000.0,330891169783.875,390710467181.7422,196629327065.41797,167214968992.0,296951491080.0781,287680101416.0156,122443716495.36133,150104914818.96973,185504346940.07617,164487968848.17773,296257205652.71875,430525822500.7031,328347669504.0,492320595057.5
